Compound ID,InChIKey,SMILES,LogS
A-2101,JNIGYQOBELCEIZ-MAKDUZDQSA-L,[Ba++].Cc1cc(N\N=C\2C(=O)C=Cc3ccccc23)c(cc1Cl)[S]([O-])(=O)=O.Cc4cc(N\N=C\5C(=O)C=Cc6ccccc56)c(cc4Cl)[S]([O-])(=O)=O,-6.156487599
A-2104,COYBRKAVBMYYSF-UHFFFAOYSA-N,CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,-5.7479695323
A-2106,NDLNTMNRNCENRZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCN(CCO)CCO,-5.7752741917
A-2110,QILMAYXCYBTEDM-IWQZZHSRSA-N,O=C1CCCCCCC\C=C/CCCCCCO1,-5.629397554600001
A-2113,PDWBHZYCNIOXCB-UHFFFAOYSA-N,COC(=O)c1ccc(NC(=O)c2cc(Cl)ccc2Cl)cc1N,-5.7900649855
A-2115,JPPLPDOXWBVPCW-UHFFFAOYSA-N,CCCCCCCC(=O)SCCC[Si](OCC)(OCC)OCC,-5.8326804614
A-2117,ATGFTMUSEPZNJD-UHFFFAOYSA-N,Oc1c(cccc1c2ccccc2)c3ccccc3,-5.6839101049
A-2118,DHZKFHRKOKWCKA-PKNBQFBNSA-N,CC1(C)CC\C(=C/c2ccc(Cl)cc2)C1=O,-5.6715911936
A-2119,JOWXNCPELQZFHF-UHFFFAOYSA-N,CC(C)(C)c1cc(ccc1O)C(C)(CC(=O)OCCOC(=O)CC(C)(c2ccc(O)c(c2)C(C)(C)C)c3ccc(O)c(c3)C(C)(C)C)c4ccc(O)c(c4)C(C)(C)C,-6.2014353624
A-2122,KWSHGRJUSUJPQD-UHFFFAOYSA-N,CC(C)c1ccc(cc1)c2ccccc2,-5.609857774299999
A-2126,NWIVYGKSHSJHEF-UHFFFAOYSA-N,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,-5.8485879471
A-2129,XWUNIDGEMNBBAQ-UHFFFAOYSA-N,CC(C)(c1ccc(OCCOC(=O)C=C)cc1)c2ccc(OCCOC(=O)C=C)cc2,-5.999481603
A-2131,BRWSDEFCJGIRLV-UHFFFAOYSA-N,CC(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)c4ccccc4)cc2,-5.9641687617
A-2132,UPDSRWJBVPKSST-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(CCCC)(CCCC)CCCCCCCCCCCCCCCC(CCCC)(CCCC)CCCCC.CCCc1cc(C)cc(C)c1.c2ccc(cc2)c3ccccc3.c4ccc5cc6ccccc6cc5c4,-6.8063026109
A-2135,XIJNZQQUHMHCIW-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCC.CCCCCCCCCCCC(CCC)(CCC)CCCCCCCC.CCc1ccc2cc3cc(CC)ccc3cc2c1,-6.3644088649
A-2136,UADWUILHKRXHMM-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccccc1,-5.767784581
A-2137,WSSJONWNBBTCMG-UHFFFAOYSA-N,CC1CC(CC(C)(C)C1)OC(=O)c2ccccc2O,-5.816819421799999
A-2138,KESSGIXNZDGGFC-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC.CCCCCCCC(CC)CCCC(CC)CCCC.c1ccc2cc3ccccc3cc2c1,-6.2691310175
A-2140,BVBSCSYCFCDVEU-UHFFFAOYSA-N,COC(=O)c1ccc(cc1[N+]([O-])=O)C(=O)Nc2cc(Cl)ccc2Cl,-5.965154646
A-2142,UCFQYMKLDPWFHZ-MKMNVTDBSA-N,C\C=C(/C)C(=O)OCCC(C)CCC=C(C)C,-5.7917926889
A-2143,CDXFIRXEAJABAZ-UHFFFAOYSA-N,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-6.058168845700001
A-2145,XQUPVDVFXZDTLT-UHFFFAOYSA-N,O=C1C=CC(=O)N1c2ccc(Cc3ccc(cc3)N4C(=O)C=CC4=O)cc2,-5.9980085438
A-2149,ANVREEJNGJMLOV-UHFFFAOYSA-N,CC(C)c1ccc(O[P](=O)(Oc2ccc(cc2)C(C)C)Oc3ccc(cc3)C(C)C)cc1,-6.1371343954
A-2150,INTLMJZQCBRQAT-UHFFFAOYSA-K,CCCCCCCC[Sn](Cl)(Cl)Cl,-6.0107803553
A-2151,DEQZTKGFXNUBJL-UHFFFAOYSA-N,C1CCC(CC1)NSc2sc3ccccc3n2,-5.9171426801
A-2152,RYGMFSIKBFXOCR-UHFFFAOYSA-N,[Cu],-5.2979382401
A-2154,BQLBNJKYLGWYQM-ZWUGTYOTSA-N,CCCCCCCCCCCCCCCc1cccc(O)c1.CCCCCCC\C=C/CCCCCCc2cccc(O)c2.CCCC/C=C\C\C=C/CCCCCCc3cccc(O)c3.Oc4cccc(CCCCCC\C=C/C/C=C\CCC=C)c4,-6.5970388257
A-2155,YIMHRDBSVCPJOV-UHFFFAOYSA-N,CCOc1ccccc1NC(=O)C(=O)Nc2ccccc2CC,-6.0175466725
A-2157,FKUPPRZPSYCDRS-UHFFFAOYSA-N,O=C1CCCCCCCCCCCCCCO1,-5.9037897228
A-2158,VKRZNAWSCAUDRQ-BQYQJAHWSA-N,Cc1ccc2oc(\C=C\c3oc4ccc(C)cc4n3)nc2c1,-6.0004819491
A-2162,PMSRCBOGDIMQAT-UHFFFAOYSA-N,[Al+3].[O-]N(N=O)c1ccccc1.[O-]N(N=O)c2ccccc2.[O-]N(N=O)c3ccccc3,-6.1946491089
A-2167,SJJISKLXUJVZOA-UHFFFAOYSA-N,CCN(CC)c1ccc(cc1)N=Nc2ccccc2,-5.9821152675
A-2168,XRADHEAKQRNYQQ-UHFFFAOYSA-K,[F-].[F-].[F-].[Nd+3],-5.8937682366
A-2169,SJEBAWHUJDUKQK-UHFFFAOYSA-N,CCc1ccc2C(=O)c3ccccc3C(=O)c2c1,-5.9842424969
A-2172,ZOKCNEIWFQCSCM-UHFFFAOYSA-N,CC(C)(CC(=C)c1ccccc1)c2ccccc2,-6.0118424704
A-2173,QQPGGBNMTNDKEY-UHFFFAOYSA-N,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn(n4)C(c5ccccc5)(c6ccccc6)c7ccccc7,-6.4612511717
A-2174,LJUBBLNHYXJKSN-UHFFFAOYSA-N,[O--].[O--].[O--].[Na+].[Na+].[Ti+4],-5.805457995399999
A-2175,AKRXZXNNMQZCSA-IVGCKTBMSA-N,CCCC[C@H](CC)COC(=O)/C=C/c1ccc(OC)cc1.CCCC[C@@H](CC)COC(=O)/C=C/c2ccc(OC)cc2,-6.4216084134
A-2176,KEZJTZQNDCLRDB-UHFFFAOYSA-N,COC(=O)c1ccc(C(=O)OC)c(c1)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2,-6.3140693713
A-2177,MPGABYXKKCLIRW-UHFFFAOYSA-N,CCCCCCCCCCC1CO1,-5.923156849500001
A-2178,IOHJQSFEAYDZGF-UHFFFAOYSA-N,CCCCCCCCCCCCC1CO1,-5.9846848009
A-2179,JDJZAKLOMAHING-UHFFFAOYSA-N,C1COC2(C1)CC3CC2C4CCCC34,-5.9415611201999985
A-2180,BITPLIXHRASDQB-UHFFFAOYSA-N,C[Si](C)(O[Si](C)(C)C=C)C=C,-5.9544825522
A-2181,SZAQZZKNQILGPU-UHFFFAOYSA-N,CC(C)C(c1cc(C)cc(C)c1O)c2cc(C)cc(C)c2O,-6.1673406199
A-2183,IHRACTUONPFMSI-UHFFFAOYSA-N,COC(=O)c1cc(cc(c1)C(=O)OC)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2,-6.3777384512
A-2184,MBNGWHIJMBWFHU-UHFFFAOYSA-N,COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O)cc3O2,-6.1987525576
A-2186,CAQVCPKFGUCELS-UHFFFAOYSA-N,OCCN(CCO)CCO.OCCN(CCO)CCO.OCCN(CCO)CCO.OC(=O)CCCCCNc1nc(NCCCCCC(O)=O)nc(NCCCCCC(O)=O)n1,-6.6832011337
A-2187,VPKQPPJQTZJZDB-UHFFFAOYSA-N,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,-6.3541593340999984
A-2188,SXXILWLQSQDLDL-UHFFFAOYSA-N,CC(C)CCCCCCCOP(OCCCCCCCC(C)C)Oc1ccccc1,-6.382029914199999
A-2190,ZYPJORZNHDXKSD-UHFFFAOYSA-N,O[S](O)(=O)=O.O=[Ti],-5.9613942775
A-2193,NJWGQARXZDRHCD-UHFFFAOYSA-N,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1,-6.1171462485
A-2200,UTGQNNCQYDRXCH-UHFFFAOYSA-N,N(c1ccccc1)c2ccc(Nc3ccccc3)cc2,-6.2394496414999985
A-2201,GYUVMLBYMPKZAZ-UHFFFAOYSA-N,COC(=O)c1ccc2cc(ccc2c1)C(=O)OC,-6.211736201
A-2205,JNDCLPVZJSPREA-UHFFFAOYSA-H,[Al+3].[Al+3].[O-]C(=O)c1ccccc1C2=C3C=C(Br)C(=O)C(=C3Oc4c(Br)c([O-])c(Br)cc24)Br.[O-]C(=O)c5ccccc5C6=C7C=C(Br)C(=O)C(=C7Oc8c(Br)c([O-])c(Br)cc68)Br.[O-]C(=O)c9ccccc9C%10=C%11C=C(Br)C(=O)C(=C%11Oc%12c(Br)c([O-])c(Br)cc%10%12)Br,-7.1435627019000005
A-2206,GUEIZVNYDFNHJU-UHFFFAOYSA-N,Oc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,-6.2534935167
A-2210,IAUKWGFWINVWKS-UHFFFAOYSA-N,CC(C)c1ccc2ccccc2c1C(C)C,-6.2301136188
A-2214,LQRUPWUPINJLMU-UHFFFAOYSA-N,CCCCCCCC[Sn](=O)CCCCCCCC,-6.4785159933
A-2217,SEHQVBVJJRRRSG-UHFFFAOYSA-N,COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)N4C=NNC4=O,-6.4889092646
A-2218,ICUTUKXCWQYESQ-UHFFFAOYSA-N,Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,-6.4577264198
A-2221,NALFRYPTRXKZPN-UHFFFAOYSA-N,CC1CC(C)(C)CC(C1)(OOC(C)(C)C)OOC(C)(C)C,-6.4806607684
A-2225,NPNUFJAVOOONJE-GFUGXAQUSA-N,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1,-6.3372616649
A-2229,HGTUJZTUQFXBIH-UHFFFAOYSA-N,CC(C)(c1ccccc1)C(C)(C)c2ccccc2,-6.4741688972
A-2231,WLTCCDHHWYAMCG-UHFFFAOYSA-N,C(Oc1ccc2ccccc2c1)c3ccccc3,-6.4776739787
A-2232,QTNAUUGQZYCWGQ-UHFFFAOYSA-N,CN1C(=O)C=C2c3ccccc3C(=O)c4c(Br)ccc1c24,-6.6804453214
A-2233,YZJSKRBKHCLMQC-UHFFFAOYSA-N,Oc1cc2ccccc2cc1C(=O)Nc3cccc(c3)[N+]([O-])=O,-6.6438656239
A-2235,MRELNEQAGSRDBK-UHFFFAOYSA-N,[O--].[O--].[O--].[La+3].[La+3],-6.6703538373
A-2236,CVUDBPILLYLOSC-UHFFFAOYSA-N,[O-][N+](=O)c1cc(OC(=O)Oc2cc(c(Cl)cc2Cl)[N+]([O-])=O)c(Cl)cc1Cl,-6.8129074612
A-2238,TVBYFUMVFJKKNJ-UHFFFAOYSA-N,C1CC=CC(C1)c2ccc(cc2)C3CCC=CC3,-6.5919290491
A-2240,JGVOASSDYQIBIF-KVVVOXFISA-N,CCCCCCCC\C=C/CCCCCCCCO.O[P](O)(O)=O,-6.785897843300001
A-2241,LZDOYVMSNJBLIM-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)cc1.C=O,-6.4939402067
A-2244,YPXOPAFVVHXQDP-ZZEZOPTASA-N,Cc1ccc(N\N=C2/C(=O)C=Cc3ccccc23)c(C)c1,-6.7054442976
A-2245,ZAZKJZBWRNNLDS-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC,-6.6497381608
A-2246,WNDULEJVCPEASN-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(O)(c2ccc(cc2)N(C)C)c3ccc(Nc4ccccc4)c5ccccc35,-6.9891355524000005
A-2248,ZHMIOPLMFZVSHY-UHFFFAOYSA-N,O=C(Nc1ccccc1SSc2ccccc2NC(=O)c3ccccc3)c4ccccc4,-6.9782870605
A-2250,MFARGUPPFBTESX-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)N(CCCC)CCCC,-7.016412076799999
A-2251,XBFBLYSAWSLPRY-UHFFFAOYSA-N,COc1ccc(cc1OC(C)=O)[N+]([O-])=O,-2.9466040673
A-2252,SDFNZYMSEOUVIF-UHFFFAOYSA-N,[Cu].C[S](O)(=O)=O,0.7323301822
A-2253,AGKBXKFWMQLFGZ-UHFFFAOYSA-N,Cc1ccc(cc1)C(=O)OOC(=O)c2ccc(C)cc2,-6.798351882
A-2255,AKNMPWVTPUHKCG-UHFFFAOYSA-N,Cc1cc(Cc2cc(C)cc(C3CCCCC3)c2O)c(O)c(c1)C4CCCCC4,-6.9790342734
A-2257,BJQHLKABXJIVAM-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.9789083532000005
A-2258,OKIRBHVFJGXOIS-UHFFFAOYSA-N,CC(C)c1ccccc1C(C)C,-6.6027992709
A-2259,UNEATYXSUBPPKP-UHFFFAOYSA-N,CC(C)c1cccc(c1)C(C)C,-6.6027992709
A-2260,MJQIARGPQMNBGT-ZCXUNETKSA-N,CCCCCCCCCCCCCCCC(O)C(CO)NC(=O)CCCCCCC\C=C/CCCCCCCC,-6.4517618811
A-2264,KARQHHMQOVRDNL-UHFFFAOYSA-N,CC(=O)OC1=CCC2C3CCC(C3)C12,-3.0097265709
A-2267,HMMGMWAXVFQUOA-UHFFFAOYSA-N,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-6.953686490700001
A-2268,XBBMJUWOCGWHRP-UHFFFAOYSA-N,CCCCCCCC(=O)OCCCOC(=O)CCCCCCC,-7.516526119400001
A-2269,OHYNEUHOSWPWLZ-UHFFFAOYSA-N,CC1(C)CCCC(C1)C(=O)CCC=C,-4.7793105096
A-2270,PLAZXGNBGZYJSA-UHFFFAOYSA-N,CCn1c2ccccc2c3ccccc13,-6.813503151
A-2271,BATVZJPOLFSGTD-UHFFFAOYSA-N,CCN(CCOC(C)OCC(C)C)c1ccc(cc1)N=Nc2ccccc2,-7.0905037661
A-2272,LEHFSLREWWMLPU-UHFFFAOYSA-B,[Zr+4].[Zr+4].[Zr+4].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-7.3381588933
A-2273,IBPFDTBQAMYTIU-BUHFOSPRSA-N,C(Sc1nnc(c2ccccc2)c(n1)c3ccccc3)\C=C\CSc4nnc(c5ccccc5)c(n4)c6ccccc6,-7.0251255547000016
A-2274,XNEFYCZVKIDDMS-UHFFFAOYSA-N,COc1ccc(cc1)C(=O)CC(=O)c2ccc(cc2)C(C)(C)C,-7.060548154299999
A-2277,SWGZAKPJNWCPRY-UHFFFAOYSA-N,C[Si](O[Si](C)(C)C)O[Si](C)(C)C,-7.0443456956
A-2282,GZSOSUNBTXMUFQ-YFAPSIMESA-N,COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,-7.5055419522000015
A-2283,OUPZKGBUJRBPGC-IWSPIJDZSA-N,O=C1N(C[C@@H]2CO2)C(=O)N(C[C@@H]3CO3)C(=O)N1C[C@@H]4CO4,-2.4688253265
A-2284,WBCXRDHKXHADQF-UHFFFAOYSA-N,COCCCN1C(=O)c2c(N)c3C(=O)c4ccccc4C(=O)c3c(N)c2C1=O,-7.323792769
A-2287,UKMSUNONTOPOIO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC(O)=O,-7.3281144602
A-2288,ONPVMQLRVWKFFL-UHFFFAOYSA-N,O=C(OCCCc1ccccc1)c2ccccc2,-4.8009737888
A-2289,QZESEQBMSFFHRY-UHFFFAOYSA-N,CCCCCC(C)CO,-2.5281270707
A-2292,PLYDYQGKZLDFTI-UHFFFAOYSA-N,[Pd++].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,-7.438461096699999
A-2293,KJOLVZJFMDVPGB-UHFFFAOYSA-N,O=C1NC(=O)c2ccc3c4ccc5C(=O)NC(=O)c6ccc(c7ccc1c2c37)c4c56,-7.5914586339999985
A-2294,LJFWQNJLLOFIJK-UHFFFAOYSA-N,Cc1ccc(Nc2ccc(O)c3C(=O)c4ccccc4C(=O)c23)cc1,-7.5491813124
A-2295,QRTRRDMHGTZPBF-UHFFFAOYSA-L,[O--].[Zr+4].[O-][S]([O-])(=O)=O,-7.706047479099999
A-2297,OMXFYKCGCDGYNC-SDNWHVSQSA-N,CCC1(C\C=C2/CCCc3cc(OC)ccc23)C(=O)CCC1=O,-4.172504242
A-2298,RZJRJXONCZWCBN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC,-7.6275399492
A-2299,NKDJGNROVOPIGT-UHFFFAOYSA-N,CC(C)C1OC2(CCCC2)OCC1(C)C,-3.5242437705
A-2301,JGUMTYWKIBJSTN-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)OCC(CC)CCCC)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,-8.2164783763
A-2304,FLIACVVOZYBSBS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC,-7.8300382351
A-2307,MJOBQUIJUFKMPR-UHFFFAOYSA-N,OCCOC(=O)CC(C[P]1(=O)Oc2ccccc2c3ccccc13)C(=O)OCCO,-4.4617795617
A-2308,DETLTZYXZWIXIB-UHFFFAOYSA-N,CC1(C)Nc2cccc3cccc(N1)c23,-2.9298988951
A-2309,NGNZTXNWCGRXKL-UHFFFAOYSA-M,[K+].CC(C)CCCCCCCCCCCCCCC([O-])=O,-8.1469015236
A-2312,NQAJBKZEQYYFGK-UHFFFAOYSA-N,CCN(CCOc1ccc(cc1)C2CCCCC2)c3ccc(C=C(C#N)C#N)c(C)c3,-8.3860948559
A-2313,GDGDLBOVIAWEAD-UHFFFAOYSA-N,CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)c2cc(cc(c2O)C(C)(C)C)C(C)(C)C,-6.889187496900001
A-2317,BBBYRJLYBLPEBL-ZPHPHTNESA-N,COc1ccccc1N\N=C2/C(=O)C=Cc3ccccc23,-8.9260164319
A-2318,HPEUJPJOZXNMSJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OC,-8.9978390846
A-2319,ZVFDTKUVRCTHQE-UHFFFAOYSA-N,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,-9.4195398078
A-2320,GNTDGMZSJNCJKK-UHFFFAOYSA-N,O=[V](=O)O[V](=O)=O,-2.3036141272
A-2321,MTPIZGPBYCHTGQ-UHFFFAOYSA-N,CCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C,-2.687445856
A-2322,LJROKJGQSPMTKB-UHFFFAOYSA-N,Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccn3,-4.523907797200001
A-2324,DZHUTCDIQDURCC-UHFFFAOYSA-A,[OH-].[OH-].[OH-].[OH-].[OH-].[O--].[O--].[O--].[O--].[O--].[V].[V].[V].[V].[V].[V].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-1.3503637805000002
A-2326,LKZMBDSASOBTPN-UHFFFAOYSA-N,[Ag].OC(O)=O,-3.4520216786
A-2329,MJHORFXTDAGQEU-UHFFFAOYSA-M,[K+].CCCCCCCCCCCCO[P](O)([O-])=O,-3.7844860574
A-2331,KLZUFWVZNOTSEM-UHFFFAOYSA-K,[F-].[F-].[F-].[Al+3],-4.1998793146
A-2334,NBYNVBRXIUUSIG-UHFFFAOYSA-N,OC(=O)c1ccccc1C(=O)c2ccc(cc2)c3ccccc3,-4.8282334666
A-2335,UZGLIIJVICEWHF-UHFFFAOYSA-N,[O-][N+](=O)N1CN(CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-4.8251168095
A-2336,IBZATQUGDOLKJX-GPRJLHHYSA-N,CC(=O)[C@H]1CCC(=CCCC=C(C)CCC1=C)C.CC(=O)[C@@H]2CCC(=CCCC=C(C)CCC2=C)C.CC(=O)[C@H]3CCC(=CCCC=C(C)CC=C3C)C.CC(=O)[C@@H]4CCC(=CCCC=C(C)CC=C4C)C.CC/5=C/CC\C=C(C)/CC/C(=C(/C)CC5)C(C)=O,-5.4491260218
A-2337,AVTLBBWTUPQRAY-UHFFFAOYSA-N,CCC(C)(N=NC(C)(CC)C#N)C#N,-2.6961915261
A-2338,TUBPSFQENHCYBW-HVDRVSQOSA-N,N[C@@H](CCC(O)=O)C(O)=O.OCCN(CCO)CCO,0.111437809
A-2342,WVRFNJXNBZHDGZ-UHFFFAOYSA-N,Oc1ccc(c(O)c1O)C(=O)c2ccc(O[S](=O)(=O)c3cccc4C(=O)C(=CCc34)N=NN=N)cc2,-5.1052907305
A-2345,YACLQRRMGMJLJV-UHFFFAOYSA-N,ClC(=C)C=C,-2.5509254551
A-2346,IJHIIHORMWQZRQ-UHFFFAOYSA-N,C=C[S](=O)(=O)C[S](=O)(=O)C=C,-3.9198954495
A-2347,TXEYQDLBPFQVAA-UHFFFAOYSA-N,FC(F)(F)F,-3.6703396281
A-2348,QBDSZLJBMIMQRS-UHFFFAOYSA-N,CC(C)(c1ccccc1)c2ccc(O)cc2,-4.0964847072
A-2350,DDEDQHVHVPJFAC-UHFFFAOYSA-N,CCCSc1nc(Cl)c(c(Cl)n1)[N+]([O-])=O,-4.3869446244
A-2351,SEACYXSIPDVVMV-UHFFFAOYSA-L,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(Br)C(=O)C(=C3Oc4c(Br)c([O-])c(Br)cc24)Br,-0.8400175948
A-2355,OUKSICCLOBOVAZ-XSBYHUFWSA-N,CCCCCC/C=C/CCCCCCCc1cccc(OCC2CO2)c1.CCC/C=C/C/C=C/CCCCCCCc3cccc(OCC4CO4)c3.C=CC/C=C/C/C=C/CCCCCCCc5cccc(OCC6CO6)c5,-6.0798516889
A-2356,AXEXTEASNRDWCD-UHFFFAOYSA-N,CC(C)=O.C=O.N(c1ccccc1)c2ccccc2,-5.969586401
A-2357,GNXVOWXPZHCCTP-UHFFFAOYSA-N,COC(C)COC(C)COCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)O[Si](C)(C)C,-6.2877399393
A-2359,DFMGMJBWBQNZNK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOC(=O)Oc1c(Cl)cc(cc1Cl)C(=O)OCC,-7.1338037886
A-2361,SVOAENZIOKPANY-CVBJKYQLSA-L,[Cu++].CCCCCCCC\C=C/CCCCCCCC([O-])=O.CCCCCCCC\C=C/CCCCCCCC([O-])=O,-11.9989378619
A-2362,BHGFUQJUTOVQOS-UXQCFNEQSA-N,Cl.OC(=O)[C@@H]1C[C@H](CN1)C2CCCCC2,0.631268384
A-2363,DDUFYKNOXPZZIW-UHFFFAOYSA-N,O=C1NC2CC1C=C2,0.9361608079
A-2367,IGARGHRYKHJQSM-UHFFFAOYSA-N,C1CCC(CC1)c2ccccc2,-4.3415022783
A-2371,WHNCPPZRBQNNEY-UHFFFAOYSA-J,[Na+].[Na+].[K+].[K+].Nc1c(cc(c(N)c1N=Nc2ccc(cc2)[S](=O)(=O)CCO[S]([O-])(=O)=O)[S]([O-])(=O)=O)N=Nc3ccc(cc3[S]([O-])(=O)=O)[S](=O)(=O)CCO[S]([O-])(=O)=O,-0.2891446213
A-2372,GNLXYXCOPZDOPO-UHFFFAOYSA-N,[Na+].CCCCc1ccc2[n-]nnc2c1,0.4040256562
A-2377,GRWFGVWFFZKLTI-UHFFFAOYSA-N,CC1=CCC2CC1C2(C)C,-3.7725704235
A-2378,LCFVJGUPQDGYKZ-UHFFFAOYSA-N,CC(C)(c1ccc(OCC2CO2)cc1)c3ccc(OCC4CO4)cc3,-4.7996200318
A-2380,BNAYNPKNDLTBTJ-UHFFFAOYSA-N,CC(C)C1CC2=C(C)CC1C(C2)C=O,-3.8508542835
A-2382,YWFWDNVOPHGWMX-UHFFFAOYSA-N,CCCCCCCCCCCCN(C)C,-4.4261227438
A-2384,DSVQPTKJDZFKIP-UHFFFAOYSA-J,[Na+].[Na+].[Na+].[Na+].CCN(c1ccccc1)c2nc(Cl)nc(Nc3cc(cc4cc(c(N=Nc5ccc6c(cccc6[S]([O-])(=O)=O)c5[S]([O-])(=O)=O)c(O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2,-0.5025263499
A-2385,HPRGYUWRGCTBAV-UHFFFAOYSA-N,Clc1ccc(Oc2cccc(Cl)c2)cc1,-5.3873553168
A-2387,ATDCVWYXPQZTCI-UHFFFAOYSA-N,CCCCC(CC)C(=O)OCC(COCC(COC(=O)CCCCCC(C)C)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC)(COC(=O)CCCCCC(C)C)COC(=O)CCCCCC(C)C,-7.323686796
A-2388,PQKUZJNOANDNSP-UHFFFAOYSA-N,CCN(CC)CCCNc1nc(Nc2ccc(cc2)N=Nc3c(O)c4c(Nc5nc(NCC(C)N)nc(NCC(C)N)n5)cc(cc4cc3[S](O)(=O)=O)[S](O)(=O)=O)nc(Nc6ccc(cc6)N=Nc7c(O)c8c(Nc9nc(NCC(C)N)nc(NCC(C)N)n9)cc(cc8cc7[S](O)(=O)=O)[S](O)(=O)=O)n1.CC(O)C(O)=O,-0.7942190429000001
A-2390,CUBZMGWLVMQKNE-LMOVPXPDSA-N,Cl.CCCCCCCCCCCC(=O)N[C@@H](CCCNC(N)=N)C(=O)OCC,-0.2316119628
A-2392,VPKMGDRERYMTJX-CMDGGOBGSA-N,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,-3.9923409786
A-2393,JRJBVWJSTHECJK-LUAWRHEFSA-N,CC(=O)C(\C)=C/C1C(=CCCC1(C)C)C,-3.9923409786
A-2394,XHXUANMFYXWVNG-ADEWGFFLSA-N,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,-3.9751165598
A-2395,OWGNKUKYZPVEFS-UHFFFAOYSA-N,CC(=O)CC(=O)Nc1ccc(NC(=O)CC(C)=O)cc1,-3.1275010898000004
A-2397,BBJUKVPDIPYNBS-UHFFFAOYSA-M,[Cl-].CCCCCCCCCCCC(=O)OCC[N+](C)(C)C,-2.2111003064
A-2402,KZTYYGOKRVBIMI-UHFFFAOYSA-N,O=[S](=O)(c1ccccc1)c2ccccc2,-4.1928799405
A-2403,XLPJNCYCZORXHG-UHFFFAOYSA-N,C=CC(=O)N1CCOCC1,0.8502575853000001
A-2404,ARXJGSRGQADJSQ-UHFFFAOYSA-N,COCC(C)O,1.0451691789
